fid,place,wikipedia,wikidata,name,present,dimensions,interpreted
"10274",hamlet,,,Aia,,,
"10275",hamlet,,,Montale,,,
"10276",hamlet,,,Località Ca' Giampietri,,,
"10277",hamlet,,,Renaio,,,
"10278",hamlet,,,San Fabiano,,,
"10279",hamlet,,,Tedeschi,,,
"10280",hamlet,,,Tadei,,,
"10281",hamlet,,,Iacchino,,,
"10282",hamlet,,,Borgo,,,
"10283",hamlet,,,Pidercoli,,,
"10284",hamlet,,,Campeda Nuova,,,
"10285",hamlet,,,Campeda Vecchia,,,
"10286",hamlet,,,Palazzone - Palazzo,,,
"10287",hamlet,,,Il Castello,,,
"10288",hamlet,,,Piercari,,,
"10289",hamlet,,,San Pietro in Bossolo,,,
"10290",hamlet,,,Poneta,,,
"10291",hamlet,,,Montequestiolo,,,
"10292",hamlet,,,Ghiana,,,
"10293",hamlet,,,Casaccia,,,
"10294",hamlet,,,Cà di Nani,,,
"10295",hamlet,,,Montermine,,,
"10296",hamlet,,,Serra,,,
"10297",hamlet,,,Poggio,,,
"10298",hamlet,,,Scernio,,,
"10299",hamlet,,,San Giorgio,,,
"10300",hamlet,,,Costella,,,
"10301",hamlet,,,Casette,,,
"10302",hamlet,,,Case vecchie Gervella,,,
"10303",hamlet,,,San Clemente,,,
"10304",hamlet,,,Vessa,,,
"10305",hamlet,,,Brioli,,,
"10306",hamlet,,,Il Molino,,,
"10307",hamlet,,,Case Gabrielli,,,
"10308",hamlet,,,Valli,,,
"10309",hamlet,,,Pignoli di Sotto,,,
"10310",hamlet,,,Monte Tavianella,,,
"10311",hamlet,,,Borgo Delle Rose,,,
"10312",hamlet,,,Ara del Cerro,,,
"10313",hamlet,,,Savolano,,,
"10314",hamlet,,,Mezzeno,,,
"10315",hamlet,,,Belvedere,,,
"10316",hamlet,,Q18446120,Modigliana,,,
"10317",hamlet,,,Contrada Fossa Lupara,,,
"10318",hamlet,,,Contrada Polpano,,,
"10319",hamlet,,,Ca' Francescone,,,
"10320",hamlet,,,Valle,,,
"10321",hamlet,,,Collina,,,
"10322",hamlet,,,Uffogliano,,,
"10323",hamlet,,,Agnolo,,,
"10324",hamlet,,,Vezzanello,,,
"10325",hamlet,,,Escaro,,,
"10326",hamlet,,,Monticello,,,
"10327",hamlet,it:Ponzanello,Q18489780,Ponzanello,,,
"10328",hamlet,it:Canepa (San Marino),Q3655313,Canepa,,,
"10329",hamlet,,,Ponte Scodellino,,,
"10330",hamlet,,,Capugnano,,,
"10331",hamlet,,,Rosciano,,,
"10332",hamlet,,,Montegroppo,,,
"10333",hamlet,,,Pastena,,,
"10334",hamlet,,,Le Mura,,,
"10335",hamlet,,,Ponte D'Oro,,,
"10336",hamlet,,,Calcinaia,,,
"10337",hamlet,,,Ginestrella,,,
"10338",hamlet,,,Fontanelle,,,
"10339",hamlet,,,Ca' dei Santoni,,,
"10340",hamlet,,,La Badia nuova,,,
"10341",hamlet,,,Ca' di Fontana,,,
"10342",hamlet,,,Ca' dei Brusori,,,
"10343",hamlet,,,La Sdroscia,,,
"10344",hamlet,,,Monastero,,,
"10345",hamlet,,,Pian delle Fornaci,,,
"10346",hamlet,,,Agostoli,,,
"10347",hamlet,,,Faldo,,,
"10348",hamlet,,,Il Borgo,,,
"10349",hamlet,,,Canova,,,
"10350",hamlet,,,Lucchio,,,
"10351",hamlet,,,Le Capanne,,,
"10352",hamlet,,,Ca' Sandretti,,,
"10353",hamlet,,,Le Fosse,,,
"10354",hamlet,it:Bagni Caldi,Q65479760,Bagni Caldi,,,
"10355",hamlet,,,La Ca',,,
"10356",hamlet,,,La Doccia,,,
"10357",hamlet,,,Pian Piccolo,,,
"10358",hamlet,,,Piano di Marchella,,,
"10359",hamlet,,Q18488913,Partigliano,,,
"10360",hamlet,,,Fornace,,,
"10361",hamlet,,,Tabina,,,
"10362",hamlet,,,Le Caldie,,,
"10363",hamlet,,,La Cervia,,,
"10364",hamlet,,Q18438101,Ca' di Co,,,
"10365",hamlet,,,Campoferraio,,,
"10366",hamlet,,,Chiamici,,,
"10367",hamlet,,,Fiocchi,,,
"10368",hamlet,,Q18438411,Trappola,,,
"10369",hamlet,,,La Ca',,,
"10370",hamlet,,,Malbura,,,
"10371",hamlet,,,Pontemurello,,,
"10372",hamlet,,,Ca' dei Schiavi,,,
"10373",hamlet,,,Ca' di Barbiere,,,
"10374",hamlet,,,Cà Nova,,,
"10375",hamlet,,,Querceta,,,
"10376",hamlet,,,Castello,,,
"10377",hamlet,,,Palestro,,,
"10378",hamlet,,,Fenale,,,
"10379",hamlet,,,Valle,,,
"10380",hamlet,,,Mucciatella,,,
"10381",hamlet,,,Ca Mazzetti,,,
"10382",hamlet,,,Ca' di Farina,,,
"10383",hamlet,it:Ghizzano,Q18490215,Ghizzano,,,
"10384",hamlet,,,Casoni,,,
"10385",hamlet,,,Borghetti,,,
"10386",hamlet,,,Il Molino,,,
"10387",hamlet,,,Montechiaro,,,
"10388",hamlet,,,Masignano,,,
"10389",hamlet,it:Canneto (San Miniato),Q26207433,Canneto,,,
"10390",hamlet,,,Campovecchio,,,
"10391",hamlet,,Q3873403,Nave a Rovezzano,,,
"10392",hamlet,,,Castello,,,
"10393",hamlet,,,Ca' di Bocchino,,,
"10394",hamlet,,,Ca' del Cucco,,,
"10395",hamlet,,,Baia Metauro,,,
"10396",hamlet,,,Graiana Costa,,,
"10397",hamlet,,,Santa Vittoria,,,
"10398",hamlet,,,Vairo,,,
"10399",hamlet,,,Vaestano,,,
"10400",hamlet,,,Rio Tradito,,,
"10401",hamlet,it:Tre Colli,Q22989056,Tre Colli,,,
"10402",hamlet,,,Ca' d'Onofrio,,,
"10403",hamlet,,,Pian  di Lama,,,
"10404",hamlet,,,Pieve di Montorio,,,
"10405",hamlet,,,Cevola,,,
"10406",hamlet,,,Quinzano,,,
"10407",hamlet,,,Castellaro,,,
"10408",hamlet,,,Sbizzini,,,
"10409",hamlet,,,La Casuccia,,,
"10410",hamlet,,,Collecioli,,,
"10411",hamlet,,,Costa,,,
"10412",hamlet,it:Confine (San Marino),Q3686669,Confine,,,
"10413",hamlet,it:Galavotto,Q3757506,Galavotto,,,
"10414",hamlet,it:Molarini,Q3860194,Molarini,,,
"10415",hamlet,it:Poggio Casalino,Q3907023,Poggio Casalino,,,
"10416",hamlet,it:Teglio (San Marino),Q3982580,Teglio,,,
"10417",hamlet,it:Poggio Chiesanuova,Q3907024,Poggio Chiesanuova,,,
"10418",hamlet,it:Caladino,Q3650039,Caladino,,,
"10419",hamlet,it:Calligaria,Q3650861,Calligaria,,,
"10420",hamlet,it:Cà Chiavello,Q3699984,Cà Chiavello,,,
"10421",hamlet,it:Monte Pulito (curazia),Q3861879,Monte Pulito,,,
"10422",hamlet,it:Corianino,Q3693544,Corianino,,,
"10423",hamlet,it:Capanne (San Marino),Q3656750,Capanne,,,
"10424",hamlet,it:Crociale,Q3698154,Crociale di Fiorentino,,,
"10425",hamlet,it:Pianacci,Q3901914,Pianacci,,,
"10426",hamlet,it:Casole (San Marino),Q3661866,Casole,,,
"10427",hamlet,it:Castellaro (San Marino),Q3662251,Castellaro,,,
"10428",hamlet,it:Cà Berlone,Q3699983,Cà Berlone,,,
"10429",hamlet,it:Santa Mustiola (San Marino),Q3949209,Santa Mustiola,,,
"10430",hamlet,it:Montalbo (San Marino),Q3861103,Montalbo,,,
"10431",hamlet,it:Cà Melone,Q3699986,Cà Melone,,,
"10432",hamlet,it:Cà Rigo,Q3699988,Cà Rigo,,,
"10433",hamlet,it:San Giovanni sotto le Penne,Q1094085,San Giovanni sotto le Penne,,,
"10434",hamlet,it:Cà Ragni,Q3699987,Cà Ragni,,,
"10435",hamlet,it:Ponte Mellini,Q3907991,Ponte Mellini,,,
"10436",hamlet,it:Lesignano,Q3830892,Lesignano,,,
"10437",hamlet,it:Piandivello,Q3901924,Piandivello,,,
"10438",hamlet,it:Spaccio Giannoni,Q3965775,Spaccio Giannoni,,,
"10439",hamlet,it:Cà Giannino,Q3699985,Cà Giannino,,,
"10440",hamlet,,,Fontescara,,,
"10441",hamlet,,,Casone di Sotto,,,
"10442",hamlet,,,Casetta di Sopra,,,
"10443",hamlet,,,Zoro,,,
"10444",hamlet,,,Cà Balducci,,,
"10445",hamlet,,,Chiesa Vecchia,,,
"10446",hamlet,,,Casaccia,,,
"10447",hamlet,,,Cà Marcaccio,,,
"10448",hamlet,,,Busignano,,,
"10449",hamlet,,,La Fratta,,,
"10450",hamlet,,,La Costa,,,
"10451",hamlet,,,Spedalino Asnelli,,,
"10452",hamlet,,,Pietraminuta,,,
"10453",hamlet,,,Cà Balda,,,
"10454",hamlet,,,Cà Torre,,,
"10455",hamlet,,,Cà Amadore,,,
"10456",hamlet,,,Cà Taliano,,,
"10457",hamlet,,,Gaviano,,,
"10458",hamlet,,,Sorbo,,,
"10459",hamlet,,,Cà Tabarrino,,,
"10460",hamlet,,,Il Grasso,,,
"10461",hamlet,,,Brugneto,,,
"10462",hamlet,,,Moricce,,,
"10463",hamlet,,,Molino dei Fratti,,,
"10464",hamlet,,,Valdicella,,,
"10465",hamlet,,,Colombaia,,,
"10466",hamlet,,,Molino della Genga,,,
"10467",hamlet,,,Cà Nino,,,
"10468",hamlet,,,Molino Magi,,,
"10469",hamlet,,,Vignale,,,
"10470",hamlet,,,Monte Cerreto,,,
"10471",hamlet,,,Cà Moraccino,,,
"10472",hamlet,,,Costa dello Spino,,,
"10473",hamlet,,,Campolungo,,,
"10474",hamlet,,,,,,
"10475",hamlet,,,Coste,,,
"10476",hamlet,,,Le Tane,,,
"10477",hamlet,,,Ca' Vir,,,
"10478",hamlet,,,San Michele,,,
"10479",hamlet,,,Cà Marozzo,,,
"10480",hamlet,,,Mondarco,,,
"10481",hamlet,,,Piandolano,,,
"10482",hamlet,,,Saponaia,,,
"10483",hamlet,,,Rancidello,,,
"10484",hamlet,,,Bosche,,,
"10485",hamlet,,,Crete,,,
"10486",hamlet,,,La Creta,,,
"10487",hamlet,,,Cà Valentino,,,
"10488",hamlet,,,Fornace,,,
"10489",hamlet,,,Cà Agostino,,,
"10490",hamlet,,,Bandirola,,,
"10491",hamlet,,,Pratto delle Alvelle,,,
"10492",hamlet,,,Macchie,,,
"10493",hamlet,,,Campolungo,,,
"10494",hamlet,,,Caldese,,,
"10495",hamlet,,,Saudelli,,,
"10496",hamlet,,,Cà Giorgino,,,
"10497",hamlet,,,Pratacci,,,
"10498",hamlet,,,Crete,,,
"10499",hamlet,,,Poggio,,,
"10500",hamlet,,,Via Dritta,,,
"10501",hamlet,,,Murcia,,,
"10502",hamlet,,,Gaviano,,,
"10503",hamlet,,,Via Piana,,,
"10504",hamlet,,,Scalbati,,,
"10505",hamlet,,,Rancole,,,
"10506",hamlet,,,Cà Baudasso,,,
"10507",hamlet,,,Scalbado,,,
"10508",hamlet,,,Liscari,,,
"10509",hamlet,,,Bruciate,,,
"10510",hamlet,,,Chiusa,,,
"10511",hamlet,,,Levata,,,
"10512",hamlet,,,Penna Rossa di Sotto,,,
"10513",hamlet,,,Fossa di Fiorentino,,,
"10514",hamlet,,,Casa Nuova,,,
"10515",hamlet,,,La Selva,,,
"10516",hamlet,,,Carponeta,,,
"10517",hamlet,,,Burricaia,,,
"10518",hamlet,,,Calanchi di San Giovanni,,,
"10519",hamlet,,,La Fioretta,,,
"10520",hamlet,,,Fonte dell'Ovo,,,
"10521",hamlet,,,Galavotto,,,
"10522",hamlet,,,Cà Bugli,,,
"10523",hamlet,,,Montelupo,,,
"10524",hamlet,,,il Fosso,,,
"10525",hamlet,,,Poggiolo,,,
"10526",hamlet,,,Serrate,,,
"10527",hamlet,,,La Lacca,,,
"10528",hamlet,,,Cà Montanaro,,,
"10529",hamlet,,,Saline,,,
"10530",hamlet,,,Cà Mularoni,,,
"10531",hamlet,,,Il Molino,,,
"10532",hamlet,,,Broccoli,,,
"10533",hamlet,,,Gaggio,,,
"10534",hamlet,,,La Chiesuola,,,
"10535",hamlet,,,Cà Rinaldo,,,
"10536",hamlet,,,Bigandola,,,
"10537",hamlet,,,Serra di Sopra,,,
"10538",hamlet,,,Serra di Sotto,,,
"10539",hamlet,it:Calligaria,Q3650861,Croce,,,
"10540",hamlet,,,Cà Gregorio,,,
"10541",hamlet,,,Cà Ugolino,,,
"10542",hamlet,it:Calligaria,Q3650861,Saudelli,,,
"10543",hamlet,it:Calligaria,Q3650861,Taiole,,,
"10544",hamlet,,,Calcinelli,,,
"10545",hamlet,,,Cerreto,,,
"10546",hamlet,,,Locofra,,,
"10547",hamlet,,,Valdragone di Sotto,,,
"10548",hamlet,,,Valdragone,,,
"10549",hamlet,,,Campagnacio,,,
"10550",hamlet,,,Lagucci,,,
"10551",hamlet,,,Pozzo delle Campore,,,
"10552",hamlet,,,Ranco,,,
"10553",hamlet,,,Paradiso,,,
"10554",hamlet,,,Cà Gozi,,,
"10555",hamlet,,,Sterpeto,,,
"10556",hamlet,,,Cà Vagnetto,,,
"10557",hamlet,,,Ginestre,,,
"10558",hamlet,,,Paderna,,,
"10559",hamlet,,,Valle Giurata,,,
"10560",hamlet,,,Grotte,,,
"10561",hamlet,,,Rancione,,,
"10562",hamlet,,,Monte Olivo,,,
"10563",hamlet,,,Cerreto,,,
"10564",hamlet,,,Maiano,,,
"10565",hamlet,,,Cà Baldino,,,
"10566",hamlet,,,Castellonchio,,,
"10567",hamlet,,,Monte Andreino,,,
"10568",hamlet,,,Fornace,,,
"10569",hamlet,,,La Rupe,,,
"10570",hamlet,,,Gengone,,,
"10571",hamlet,,,Fonte Vecchia,,,
"10572",hamlet,,,Valdragone di Sopra,,,
"10573",hamlet,,,Gengone,,,
"10574",hamlet,,,Fernace,,,
"10575",hamlet,,,Baldasserona,,,
"10576",hamlet,,,La Costa,,,
"10577",hamlet,,,Casetti,,,
"10578",hamlet,,,Bigelli,,,
"10579",hamlet,,,Cà Martino,,,
"10580",hamlet,,,Boschetti,,,
"10581",hamlet,,,La Morra,,,
"10582",hamlet,,,Calintufo,,,
"10583",hamlet,,,Bottaccione,,,
"10584",hamlet,,,Tavolucci,,,
"10585",hamlet,,,Cà Bertone,,,
"10586",hamlet,,,Cailungo di Sopra,,,
"10587",hamlet,,,Brandolina,,,
"10588",hamlet,,,Cà Bartoletto,,,
"10589",hamlet,,,La Schierra,,,
"10590",hamlet,,,Toscana,,,
"10591",hamlet,,,Macero,,,
"10592",hamlet,,,Cailungo di Sotto,,,
"10593",hamlet,,,Seggiano,,,
"10594",hamlet,,,Laghi,,,
"10595",hamlet,,,San Michele,,,
"10596",hamlet,,,Cà Borgo,,,
"10597",hamlet,,,Cà Caccio,,,
"10598",hamlet,,,Fabbrica,,,
"10599",hamlet,,,Cà Mazzocchetto,,,
"10600",hamlet,,,Montecchio,,,
"10601",hamlet,,,Casetta,,,
"10602",hamlet,,,Fondi,,,
"10603",hamlet,,,Cà Brardo,,,
"10604",hamlet,,,Tessano,,,
"10605",hamlet,,,Palazzo,,,
"10606",hamlet,,,Cà Ventura,,,
"10607",hamlet,,,Cà Giangi,,,
"10608",hamlet,,,Piagge,,,
"10609",hamlet,,,Poggio Castellano,,,
"10610",hamlet,,,Ara Vecchia,,,
"10611",hamlet,,,Monte Cucco,,,
"10612",hamlet,,,Inghiari,,,
"10613",hamlet,,,Cà Centino,,,
"10614",hamlet,,,Ca' de Masi,,,
"10615",hamlet,,,Brusaie,,,
"10616",hamlet,,,Cà Mazzola,,,
"10617",hamlet,,,Ripafratta,,,
"10618",hamlet,,,Fornacetta,,,
"10619",hamlet,,,Badione,,,
"10620",hamlet,,,Sant'Andrea a Rovezzano,,,
"10621",hamlet,,,Monteperpoli,,,
"10622",hamlet,,,Pio Soli,,,
"10623",hamlet,,,Rola,,,
"10624",hamlet,,,Collecchio,,,
"10625",hamlet,,,Covigliaio di sotto,,,
"10626",hamlet,,,Bottagna,,,
"10627",hamlet,,Q18485485,La Lama,,,
"10628",hamlet,,,Case Galligiano,,,
"10629",hamlet,,,Contrada Verdefiore,,,
"10630",hamlet,,,Corgnino,,,
"10631",hamlet,,,Cignan Rosso,,,
"10632",hamlet,,,Vaccarezza,,,
"10633",hamlet,,,Scanzo di sopra,,,
"10634",hamlet,,,Scanzo di sotto,,,
"10635",hamlet,,,Le Brune,,,
"10636",hamlet,,,il Monte,,,
"10637",hamlet,,,La colomba,,,
"10638",hamlet,,,Celle,,,
"10639",hamlet,it:Poggio Bagnoli,Q18485821,Poggio Bagnoli,,,
"10640",hamlet,,,Donano,,,
"10641",hamlet,,,Perneto,,,
"10642",hamlet,,,I Molinelli,,,
"10643",hamlet,,,Case Alvara,,,
"10644",hamlet,,,Calamello,,,
"10645",hamlet,,,Lagodignano di sotto,,,
"10646",hamlet,,,Lagodignano di sopra,,,
"10647",hamlet,,,Carpanella,,,
"10648",hamlet,,,Brugneto,,,
"10649",hamlet,,,Case Maino,,,
"10650",hamlet,,,Sgonzola,,,
"10651",hamlet,,,Case Campodello,,,
"10652",hamlet,,,Case Bonelli,,,
"10653",hamlet,,,Case Medolo,,,
"10654",hamlet,,,Case Gravagnino,,,
"10655",hamlet,,,Case Valle,,,
"10656",hamlet,,,Gaietta,,,
"10657",hamlet,,,Case di Giacomo,,,
"10658",hamlet,,,Solavia,,,
"10659",hamlet,,,Pozzuolo,,,
"10660",hamlet,,,La Cà,,,
"10661",hamlet,,,Coletta,,,
"10662",hamlet,,,Fugazzolo di Sotto,,,
"10663",hamlet,,,C. Abelli,,,
"10664",hamlet,,,Case Pra Berto,,,
"10665",hamlet,,,Case Granica,,,
"10666",hamlet,,,I Boschi,,,
"10667",hamlet,,,Marmoreto,,,
"10668",hamlet,,,C. tra la Costa,,,
"10669",hamlet,,,Tra la Riva,,,
"10670",hamlet,,,Bragazzano,,,
"10671",hamlet,,,Case Gervella,,,
"10672",hamlet,,,Case Bertucci,,,
"10673",hamlet,,,Granara,,,
"10674",hamlet,,,Case Serventi,,,
"10675",hamlet,,,La Ca',,,
"10676",hamlet,,,Provvedasco,,,
"10677",hamlet,,,Costa di Tranci,,,
"10678",hamlet,,,Chiosella,,,
"10679",hamlet,,,Le Cassorane,,,
"10680",hamlet,,,Pogliano,,,
"10681",hamlet,,,Castello di Marzolara,,,
"10682",hamlet,,,Fabiola,,,
"10683",hamlet,,,Montale,,,
"10684",hamlet,,,Pradola,,,
"10685",hamlet,,,Ara,,,
"10686",hamlet,,,Sogaglia,,,
"10687",hamlet,,,Fontanasacqui,,,
"10688",hamlet,,,Case Ghezzi,,,
"10689",hamlet,,,La Lubbia,,,
"10690",hamlet,,,Tramonte,,,
"10691",hamlet,,,Bocchetto,,,
"10692",hamlet,,,Il Fagiano,,,
"10693",hamlet,,,Case Castellani,,,
"10694",hamlet,,,Pianacci,,,
"10695",hamlet,,,Zona Artigianale Pianacci,,,
"10696",hamlet,,,Case Capra,,,
"10697",hamlet,,,Murolo,,,
"10698",hamlet,,,Case Ranzani,,,
"10699",hamlet,,,Battilani,,,
"10700",hamlet,,,Portesone,,,
"10701",hamlet,,,L'Intento,,,
"10702",hamlet,,,Il Lago,,,
"10703",hamlet,,,La Tagliata,,,
"10704",hamlet,,,Ponte a Calcaiola,,,
"10705",hamlet,,,Tramonti,,,
"10706",hamlet,,,Poggio,,,
"10707",hamlet,,,Bove,,,
"10708",hamlet,,,Ranco Mauro,,,
"10709",hamlet,,,Poggio Rugine,,,
"10710",hamlet,,,Pratello,,,
"10711",hamlet,,,Ca' Nova di Galeazzi,,,
"10712",hamlet,,,Ca' del Gappa,,,
"10713",hamlet,,,Frassincò,,,
"10714",hamlet,,,Geppetto,,,
"10715",hamlet,,,Pieve a Sietina,,,
"10716",hamlet,,,Melatina,,,
"10717",hamlet,,Q18438272,Le Ceragne,,,
"10718",hamlet,,,Ceserana,,,
"10719",hamlet,,,Ca' di Francia,,,
"10720",hamlet,,,Vasellara Bassa,,,
"10721",hamlet,it:Rezzano-Nicosia,Q21235326,Nicosia-Rezzano,,,
"10722",hamlet,,,Prediera,true,"1",
"10723",hamlet,,,Cerbaiola,,,
"10724",hamlet,,,Colombara,,,
"10725",hamlet,,,Pilastrino,,,
"10726",hamlet,,,Chiesa Nuova,,,
"10727",hamlet,,,Venezia,,,
"10728",hamlet,,,Case Cantini,,,
"10729",hamlet,,,Il Cargedo,,,
"10730",hamlet,,,Il Posticcio,,,
"10731",hamlet,,,Gigliola,,,
"10732",hamlet,,,Ca' del Prato,,,
"10733",hamlet,,,Percangiola,,,
"10734",hamlet,,,Cologna,,,
"10735",hamlet,,,La Costa,,,
"10736",hamlet,,,Bergondola,,,
"10737",hamlet,,,Corneda,,,
"10738",hamlet,,,La Cantina,,,
"10739",hamlet,,,Poggio d'Arzola,,,
"10740",hamlet,,,Stallone,,,
"10741",hamlet,,,Il Piano,,,
"10742",hamlet,,,Torretta,,,
"10743",hamlet,,,Casa Rossa,,,
"10744",hamlet,,,Ca' Grande,,,
"10745",hamlet,,,Talavorno,,,
"10746",hamlet,,,Val di Stola,,,
"10747",hamlet,,,Canciola,,,
"10748",hamlet,,,Isola,,,
"10749",hamlet,,,Ca' di Marcone,,,
"10750",hamlet,,,Le Fosse,,,
"10751",hamlet,,,Bagaia,,,
"10752",hamlet,,,Pian della Viola,,,
"10753",hamlet,,,Capanna di Galletto,,,
"10754",hamlet,,,Le Rose,,,
"10755",hamlet,,,Case Curti,,,
"10756",hamlet,,,Massalega,,,
"10757",hamlet,,,Poggio Peggio,,,
"10758",hamlet,,,Villa,,,
"10759",hamlet,,,La Sibilla,,,
"10760",hamlet,,,Agenzia,,,
"10761",hamlet,,,Campolungo,,,
"10762",hamlet,,,Collina,,,
"10763",hamlet,,,Guardengo,,,
"10764",hamlet,,,Ca' Dolcetti,,,
"10765",hamlet,,,Poggio Zocchi,,,
"10766",hamlet,,,Piega,,,
"10767",hamlet,,,Ca' Acquabuona,,,
"10768",hamlet,,,Vizzarete di sotto,,,
"10769",hamlet,,,Castagnolo di sotto,,,
"10770",hamlet,,,Castagnolo di sopra,,,
"10771",hamlet,,,Ca' Marchiotta,,,
"10772",hamlet,,,Serraglio,,,
"10773",hamlet,,,Pozzere,,,
"10774",hamlet,,,Rio Secco,,,
"10775",hamlet,,,Serra di sotto,,,
"10776",hamlet,,,Ca' di Bravi,,,
"10777",hamlet,,,Le Cavanicce,,,
"10778",hamlet,,,Ghinda,,,
"10779",hamlet,,,Palazzo,,,
"10780",hamlet,,,Osteria de' Ruggeri,,,
"10781",hamlet,,,Selva della Valle,,,
"10782",hamlet,,,Baccanella,,,
"10783",hamlet,,,Case Bussetolo,,,
"10784",hamlet,,,Borgallo,,,
"10785",hamlet,,,San Lorenzo,,,
"10786",hamlet,,,Il Benefizio,,,
"10787",hamlet,,,San Donnino,,,
"10788",hamlet,,,Campettino,,,
"10789",hamlet,,,Ghiandaio,,,
"10790",hamlet,,,La Valentina,,,
"10791",hamlet,,,Olivella,,,
"10792",hamlet,,,Rancaglia,,,
"10793",hamlet,,,Cà Mercato,,,
"10794",hamlet,,,Lagoscuro,,,
"10795",hamlet,,,Bosca,,,
"10796",hamlet,,,Prato,,,
"10797",hamlet,,,Via della Tana,,,
"10798",hamlet,,,Palazzina,,,
"10799",hamlet,,,Colombaia,,,
"10800",hamlet,,,Montale,,,
"10801",hamlet,,,Cava,,,
"10802",hamlet,,,Fratta,,,
"10803",hamlet,,,Città,,,
"10804",hamlet,,,Scalette,,,
"10805",hamlet,,,Cà Brandano,,,
"10806",hamlet,,,Casaccia,,,
"10807",hamlet,,,Fonte Vecchia,,,
"10808",hamlet,,,Genga Aguzza,,,
"10809",hamlet,,,Cà Mazzocco,,,
"10810",hamlet,,,Cà Guidi,,,
"10811",hamlet,,,Lago,,,
"10812",hamlet,,,Campolungo,,,
"10813",hamlet,,,Fontanelle,,,
"10814",hamlet,,,Casetta di Sotto,,,
"10815",hamlet,,,Casone di Sopra,,,
"10816",hamlet,,,Pratacci,,,
"10817",hamlet,,,Cà Rinaldo,,,
"10818",hamlet,,,Pianacci,,,
"10819",hamlet,,,Carrare,,,
"10820",hamlet,,,Penna Rossa di Sopra,,,
"10821",hamlet,,,Serra,,,
"10822",hamlet,,,San Giorgio,,,
"10823",hamlet,,,Monte San Cristoforo,,,
"10824",hamlet,,,Spolantini,,,
"10825",hamlet,,,Serra,,,
"10826",hamlet,,,Rupine,,,
"10827",hamlet,,,Salici,,,
"10828",hamlet,,,Geniolo,,,
"10829",hamlet,,,Zanetta,,,
"10830",hamlet,,,Sant Andrea,,,
"10831",hamlet,,,Cà Riccio,,,
"10832",hamlet,,,Casetta,,,
"10833",hamlet,,,Faltugnano,,,
"10834",hamlet,,,Ligliano,,,
"10835",hamlet,,,Giunzione,,,
"10836",hamlet,,,Canipaia,,,
"10837",hamlet,,,Ceppo,,,
"10838",hamlet,,,Ponte degli Ontani,,,
"10839",hamlet,,,Pasquigliora,,,
"10840",hamlet,,,Trasti,,,
"10841",hamlet,,,V.lla Petricci,,,
"10842",hamlet,,,Le Croci,,,
"10843",hamlet,,,Case Cortevecchia,,,
"10844",hamlet,,,Valdastra,,,
"10845",hamlet,,,Toggiano,,,
"10846",hamlet,,,Raggiola,,,
"10847",hamlet,,,Ortale,,,
"10848",hamlet,,Q18440171,Passo Vico,,,
"10849",hamlet,,,Poggio di Suvizzano,,,
"10850",hamlet,,,La Brama,,,
"10851",hamlet,,,Billi,,,
"10852",hamlet,,,Molino della Badia,,,
"10853",hamlet,,,La Badia,true,"1",false
"10854",hamlet,,Q134300519,Poggio Barone,,,
"10855",hamlet,,,Rovinaia di Sopra,,,
"10856",hamlet,,,Casa Capecchi,,,
"10857",hamlet,,,Al Monte,,,
"10858",hamlet,,,Poggio ai Sorbi,,,
"10859",hamlet,,,Popigliano,,,
"10860",hamlet,,,La Riva,,,
"10861",hamlet,,,Ceraio,,,
"10862",hamlet,,,Collalto,,,
"10863",hamlet,,,Il Mulinuccio,,,
"10864",hamlet,,,Bosimano,,,
"10865",hamlet,,,La Barca,,,
"10866",hamlet,,,Ca' di Serra,,,
"10867",hamlet,,,San Nicolò della Guagliara,,,
"10868",hamlet,,,La Bosca,,,
"10869",hamlet,,,Ca' d'Angiolina,,,
"10870",hamlet,,,Ca' di Marzarino,,,
"10871",hamlet,,,Ca' di Giulietta,,,
"10872",hamlet,,,Ca' di Giorgino,,,
"10873",hamlet,,,Cagnolo,,,
"10874",hamlet,,,Paganella,,,
"10875",hamlet,,,Agadello,,,
"10876",hamlet,,,La Torre,,,
"10877",hamlet,,,Molino dei Bigoni,,,
"10878",hamlet,,,Ca' di Pe,,,
"10879",hamlet,,,Il Poggio,,,
"10880",hamlet,,,Cerbaia,,,
"10881",hamlet,,,La Polla,,,
"10882",hamlet,,,Villaggio la Prada,,,
"10883",hamlet,,,Il Buio,,,
"10884",hamlet,,,Pianello,,,
"10885",hamlet,,,I Vescovi,,,
"10886",hamlet,,,Chiesina,,,
"10887",hamlet,,,Cà di Jiulio,,,
"10888",hamlet,,,San Marco,,,
"10889",hamlet,,,Casino Pani,,,
"10890",hamlet,,,Bidolla,,,
"10891",hamlet,,,Prodazza,,,
"10892",hamlet,,,Ca' Farini,,,
"10893",hamlet,,,,,,
"10894",hamlet,,,Ciòo,,,
"10895",hamlet,,,Codilupo,,,
"10896",hamlet,,,Il Lago,,,
"10897",hamlet,,,Ca' del Dottore,,,
"10898",hamlet,,,Il Poggio,,,
"10899",hamlet,,,Casa Monari,,,
"10900",hamlet,,,Ca' di Comastri,,,
"10901",hamlet,,,Molinelli,,,
"10902",hamlet,,,Roncaticcio,,,
"10903",hamlet,,,Monti,,,
"10904",hamlet,,,Mulinuccio,,,
"10905",hamlet,,,Campiano,,,
"10906",hamlet,,,Il Colnello,,,
