fid,place,wikipedia,wikidata,name,present,dimensions,interpreted
"5869",hamlet,,,Capoli,,,
"5870",hamlet,,,Turlago,,,
"5871",hamlet,,,Gragnana,,,
"5872",hamlet,,,Codiponte,,,
"5873",hamlet,,,Vendaso,,,
"5874",hamlet,,,Mommio,,,
"5875",hamlet,it:Argigliano,Q16528289,Argigliano,,,
"5876",hamlet,,,Turano,,,
"5877",hamlet,,,La Funicolare,,,
"5878",hamlet,,,Casone Carpinelli,,,
"5879",hamlet,,,Vedriano,,,
"5880",hamlet,,,Molinello,,,
"5881",hamlet,,,Luscignano,,,
"5882",hamlet,,,Regnano-Villa,,,
"5883",hamlet,,,Isola,,,
"5884",hamlet,,,Colognola,,,
"5885",hamlet,,,Petrognola,,,
"5886",hamlet,,,Località Castelletto,,,
"5887",hamlet,,,Regnano-Castello,,,
"5888",hamlet,,,Pò,,,
"5889",hamlet,it:Collegnago,Q3682999,Collegnago,,,
"5890",hamlet,,,Montefiore,,,
"5891",hamlet,,,Molina di Equi Terme,,,
"5892",hamlet,,,Casa Ruggeri,,,
"5893",hamlet,,,Riana,,,
"5894",hamlet,,,Caprili,,,
"5895",hamlet,,,Volcascio,,,
"5896",hamlet,,,Consuma,,,
"5897",hamlet,,,Lago di Sopra,,,
"5898",hamlet,,,Pian dei Remi,,,
"5899",hamlet,,,Bar Alpino,,,
"5900",hamlet,,,Casa Mordini,,,
"5901",hamlet,it:Montaltissimo,Q3861110,Montaltissimo,,,
"5902",hamlet,,,Renaio,,,
"5903",hamlet,,,Campo,,,
"5904",hamlet,,,Treppignana,,,
"5905",hamlet,,,La Villa,,,
"5906",hamlet,,,Pellizzana,,,
"5907",hamlet,,,Marcione,,,
"5908",hamlet,,,Prunecchio,,,
"5909",hamlet,,,Ca' di Serra,,,
"5910",hamlet,it:Sommocolonia,Q2475352,Sommocolonia,,,
"5911",hamlet,,,Il Troccolo,,,
"5912",hamlet,,,Monterotondo,,,
"5913",hamlet,,,Fiattone,,,
"5914",hamlet,,,La Secchia,,,
"5915",hamlet,,,Promiana,,,
"5916",hamlet,,,Boscolungo,,,
"5917",hamlet,,,Serretto,,,
"5918",hamlet,it:Catagnana,Q3663224,Catagnana,,,
"5919",hamlet,,,Fatalcina,,,
"5920",hamlet,,,La Piana,,,
"5921",hamlet,,,Piezza,,,
"5922",hamlet,,,Bebbio,,,
"5923",hamlet,,,Crespino del Lamone,true,"1",
"5924",hamlet,,,Carbonile,,,
"5925",hamlet,,,Razzuolo,,,
"5926",hamlet,,,Castagneto,,,
"5927",hamlet,,,Lago,,,
"5928",hamlet,it:Petrognano (San Godenzo),Q15141416,Petrognano,,,
"5929",hamlet,,,Campigna,,,
"5930",hamlet,,,Casaglia,,,
"5931",hamlet,,,Serignana,,,
"5932",hamlet,,,Fornace,,,
"5933",hamlet,,,Lo Specchio,,,
"5934",hamlet,,,Rincine,,,
"5935",hamlet,,,Chiesa di Celle,,,
"5936",hamlet,,,Piandrati,,,
"5937",hamlet,,,Campigno,,,
"5938",hamlet,,,Casale,,,
"5939",hamlet,,,Passerini,,,
"5940",hamlet,,,San Bavello,,,
"5941",hamlet,,,Aia della Malvezza,,,
"5942",hamlet,,,Campalli,,,
"5943",hamlet,,,Travalle,,,
"5944",hamlet,,,La Villa,,,
"5945",hamlet,,,La Valle,,,
"5946",hamlet,,,Botro,,,
"5947",hamlet,it:Limestre,Q665271,Limestre,,,
"5948",hamlet,,,Cassarese,,,
"5949",hamlet,,,Vivaio,,,
"5950",hamlet,,,Fornace,,,
"5951",hamlet,,,Case Bizzarri,,,
"5952",hamlet,,,Oppio,,,
"5953",hamlet,,,Le Forri,,,
"5954",hamlet,,,Falabiana,,,
"5955",hamlet,,Q18438374,I Casoni,,,
"5956",hamlet,,,Redola dei Giacomelli,,,
"5957",hamlet,,,Campo Magno,,,
"5958",hamlet,,,Casemarconi,,,
"5959",hamlet,it:Lolle (Piteglio),Q3836520,Lolle,,,
"5960",hamlet,,Q18484533,Casa le Bizze,,,
"5961",hamlet,,,Montanina,,,
"5962",hamlet,,,La Casa,,,
"5963",hamlet,,Q18485862,Pontenano,,,
"5964",hamlet,,Q18485489,La Lappola,,,
"5965",hamlet,it:Ortignano,Q3886251,Ortignano,,,
"5966",hamlet,,Q18486171,Terrossola,,,
"5967",hamlet,,Q18485801,Pieve Pontenano,,,
"5968",hamlet,,Q18485970,Salutio,,,
"5969",hamlet,,Q18484579,Casalecchio,,,
"5970",hamlet,,,Le Caselle,,,
"5971",hamlet,,Q18486029,Santa Maria del Sasso,,,
"5972",hamlet,,Q18484380,Campi,,,
"5973",hamlet,,Q18484468,Capraia,,,
"5974",hamlet,,Q18486226,Tulliano,,,
"5975",hamlet,,Q18485844,Pollino,,,
"5976",hamlet,,Q18486334,Zenna,,,
"5977",hamlet,,Q18509351,Casalvescovo,,,
"5978",hamlet,,,Gargiano,,,
"5979",hamlet,,Q18486152,Taena,,,
"5980",hamlet,,Q26002935,Corsalone,,,
"5981",hamlet,,,Spedaletto,,,
"5982",hamlet,,Q18485828,Poggio D'Acona,,,
"5983",hamlet,,,Monte Santa Maria,,,
"5984",hamlet,,,Farneto,,,
"5985",hamlet,,,Montegaudio,,,
"5986",hamlet,,,Moscaio,,,
"5987",hamlet,,,Querceto,,,
"5988",hamlet,,Q18484069,Banzena,,,
"5989",hamlet,,,Giona,,,
"5990",hamlet,,,Santicchio,,,
"5991",hamlet,,,Buca di Giona,,,
"5992",hamlet,,,Pezza,,,
"5993",hamlet,,Q18484660,Caselle,,,
"5994",hamlet,,Q18486063,Sarna,,,
"5995",hamlet,,,Croce di Sarna,,,
"5996",hamlet,,,La Gruccia,,,
"5997",hamlet,,,Poggio di Villore,,,
"5998",hamlet,,Q18491710,La Strolla,,,
"5999",hamlet,en:Colle Petroso,Q18491601,Colle Petroso,,,
"6000",hamlet,,Q18509597,Gaggiano,,,
"6001",hamlet,,,Casastieri,,,
"6002",hamlet,,Q18491571,Cedda,,,
"6003",hamlet,,,Spedaletto,,,
"6004",hamlet,,Q18485964,Rósina,,,
"6005",hamlet,,Q18484672,Case Nuove,,,
"6006",hamlet,it:Dama in Casentino,Q3701204,Dama,,,
"6007",hamlet,,Q18485325,Giuliano,,,
"6008",hamlet,,,Usurana,,,
"6009",hamlet,,,Località Mandriola,,,
"6010",hamlet,,,Ca' Rastelli,,,
"6011",hamlet,,,Camilluccia,,,
"6012",hamlet,it:Moria (Cagli),Q3862998,Moria,,,
"6013",hamlet,,,Valdonica,,,
"6014",hamlet,,,Querceto di Gorgognano,,,
"6015",hamlet,,,Crocione,,,
"6016",hamlet,it:Fognano (Montale),Q18490881,Fognano,,,
"6017",hamlet,,,Casalino,,,
"6018",hamlet,,,Pegui,,,
"6019",hamlet,,,Tranci di Sopra,,,
"6020",hamlet,,,Tranci di Sotto,,,
"6021",hamlet,,,Pianaccia,,,
"6022",hamlet,,Q18442262,Castello di Casola,,,
"6023",hamlet,,,Puilio,,,
"6024",hamlet,,,Lughero,,,
"6025",hamlet,,,Sommorio,,,
"6026",hamlet,,,Monachino,,,
"6027",hamlet,,,Borello,,,
"6028",hamlet,,,Caggio,,,
"6029",hamlet,,,Le Bagnaie,,,
"6030",hamlet,,,Cornia,,,
"6031",hamlet,,,Caggiolo,,,
"6032",hamlet,,,Casa Frassi,,,
"6033",hamlet,,,Montemontanaro,,,
"6034",hamlet,,,Le Ganzole,,,
"6035",hamlet,,,Vergheto,,,
"6036",hamlet,,,San Remigio,,,
"6037",hamlet,,,Scaruglio,,,
"6038",hamlet,,,San Giusto in Salcio,,,
"6039",hamlet,,,Tavernola,,,
"6040",hamlet,it:Contile (Varsi),Q18442363,Contile,,,
"6041",hamlet,,,San Remigio,,,
"6042",hamlet,,,Bonconvento,,,
"6043",hamlet,,,Pianaccio,,,
"6044",hamlet,,,Bagnacci,,,
"6045",hamlet,,Q18485592,Lorenzano,,,
"6046",hamlet,,,Castello,,,
"6047",hamlet,,,Sorbolo,,,
"6048",hamlet,,,Ornina Bassa,,,
"6049",hamlet,,,La Vallazza,,,
"6050",hamlet,,,Podere Pilli di Sopra,,,
"6051",hamlet,,,Fontanino,,,
"6052",hamlet,,,Montevacà,,,
"6053",hamlet,,,Tasola,,,
"6054",hamlet,,,Cerri,,,
"6055",hamlet,,,Ziona,,,
"6056",hamlet,,,Fontanachiosa,,,
"6057",hamlet,,,Case Nanni,,,
"6058",hamlet,,,Ponte Cappuccini,,,
"6059",hamlet,,,Serra Nanni,,,
"6060",hamlet,it:Borseda,Q16533284,Borseda,,,
"6061",hamlet,,,Debeduse,,,
"6062",hamlet,,,Porcale Inferiore,,,
"6063",hamlet,,,Razzolo,,,
"6064",hamlet,,,Case Zobbi,,,
"6065",hamlet,,,Case Pelati,,,
"6066",hamlet,,,Deusi,,,
"6067",hamlet,,,Riparotonda,,,
"6068",hamlet,,,Santonio,,,
"6069",hamlet,,,Governara,,,
"6070",hamlet,,,Case Bagatti,,,
"6071",hamlet,,,Ca' Ferrari,,,
"6072",hamlet,,,Meruzzo,,,
"6073",hamlet,,,Montebiotto,,,
"6074",hamlet,it:Quara,Q3927074,Quara,,,
"6075",hamlet,,,Bonzeto,,,
"6076",hamlet,,,Marmoreto,,,
"6077",hamlet,,,Vallisnera di sotto,,,
"6078",hamlet,,,Borgo Valeriani,,,
"6079",hamlet,,,Borgo Cortili,,,
"6080",hamlet,,,Serretto,,,
"6081",hamlet,,,Case Spadoni,,,
"6082",hamlet,,,Case di Fellegara,,,
"6083",hamlet,,,Gameda,,,
"6084",hamlet,,,Il Casone-La Casella,,,
"6085",hamlet,,,Le Caselle,,,
"6086",hamlet,,,Noce,,,
"6087",hamlet,,,Osteria Vecchia,,,
"6088",hamlet,,,Ponte Lodola,,,
"6089",hamlet,,,San Giacomo,,,
"6090",hamlet,,,Ca Ferdinando,,,
"6091",hamlet,,,Spingiola,,,
"6092",hamlet,,,Provasco,,,
"6093",hamlet,it:Paghezzana,Q18489714,Paghezzana,,,
"6094",hamlet,,,Celso,,,
"6095",hamlet,,,Bardine,,,
"6096",hamlet,,,Vallecchia,,,
"6097",hamlet,,,Villaggio Bertani,,,
"6098",hamlet,it:Nicola (Ortonovo),Q3876102,Nicola,,,
"6099",hamlet,it:Tenerano,Q3983441,Tenerano,,,
"6100",hamlet,,,Colletto,,,
"6101",hamlet,,,Viano,,,
"6102",hamlet,,,Campiglione,,,
"6103",hamlet,,,Porredo,,,
"6104",hamlet,,,Cerreta,,,
"6105",hamlet,,,Vercalda,,,
"6106",hamlet,,,Montecchio,,,
"6107",hamlet,,,Pera,,,
"6108",hamlet,,,Salino,,,
"6109",hamlet,,,Carrodano Superiore,,,
"6110",hamlet,,,Riola,,,
"6111",hamlet,,,Abbazia di Labante,,,
"6112",hamlet,,,Ca Ferrari,,,
"6113",hamlet,,,Serra Sarzana,,,
"6114",hamlet,,,Finocchia di sotto,,,
"6115",hamlet,,,Casigno,,,
"6116",hamlet,it:Trebbiantico,Q2534656,Trebbiantico,,,
"6117",hamlet,,,Castello,,,
"6118",hamlet,,,I Gruppi,,,
"6119",hamlet,,,La Valle,,,
"6120",hamlet,,,Brinello,,,
"6121",hamlet,,,Ca del Rio,true,"1",
"6122",hamlet,,,Ferdana,,,
"6123",hamlet,,,Fagno,,,
"6124",hamlet,,,Case Sermo,,,
"6125",hamlet,,,Villa di Cireglio,,,
"6126",hamlet,,,Castagno I,,,
"6127",hamlet,,,Vincio,,,
"6128",hamlet,,,Borghetto,,,
"6129",hamlet,,,Statigliana,,,
"6130",hamlet,,,Piangrande,,,
"6131",hamlet,,,Grati,,,
"6132",hamlet,,,Case Poli,,,
"6133",hamlet,it:Momigno,Q18491029,Momigno,,,
"6134",hamlet,,,Podere San Luigi,,,
"6135",hamlet,,,Belriguardo,,,
"6136",hamlet,,,Torbecchia,,,
"6137",hamlet,,Q18491093,Pian di Stazzana,,,
"6138",hamlet,,,Giampierone,,,
"6139",hamlet,,,Rovaci,,,
"6140",hamlet,,,Lanificio,,,
"6141",hamlet,,,Cucciano,,,
"6142",hamlet,,,Casa Lotti,,,
"6143",hamlet,,,Tani,,,
"6144",hamlet,,,Renicci,,,
"6145",hamlet,,,Arcigliano,,,
"6146",hamlet,,,Rotone,,,
"6147",hamlet,,,Pian dell'Aurora,,,
"6148",hamlet,,,Fornace,,,
"6149",hamlet,,,Villanova,,,
"6150",hamlet,,,Pupigliana,,,
"6151",hamlet,,,Ciatti,,,
"6152",hamlet,,,Stazzana,,,
"6153",hamlet,it:Petrolo,Q18491083,Petrolo,,,
"6154",hamlet,,,Bottioni,,,
"6155",hamlet,,,Casignano,,,
"6156",hamlet,,,Stanco di Sotto,,,
"6157",hamlet,,,Stanco di Sopra,,,
"6158",hamlet,,,Bordignano,,,
"6159",hamlet,,,Pieve di Pastino,,,
"6160",hamlet,,,San Mamante,,,
"6161",hamlet,,,Novegina di fondo,,,
"6162",hamlet,,,Varliano,,,
"6163",hamlet,it:Filicaja,Q3744993,Filicaja,,,
"6164",hamlet,,,Piazza,,,
"6165",hamlet,,,Saldino,,,
"6166",hamlet,,,Molunghi,,,
"6167",hamlet,,,Terruggiara,,,
"6168",hamlet,,,Agnola,,,
"6169",hamlet,,,Castello,,,
"6170",hamlet,,Q18485888,Pratalutoli,,,
"6171",hamlet,,,Nirano,true,"1",
"6172",hamlet,,,Ca di Corradino,,,
"6173",hamlet,,,Sterlino,,,
"6174",hamlet,,,Ca dei Maestri,,,
"6175",hamlet,,,Bugané Grande,,,
"6176",hamlet,,,Case Storti,,,
"6177",hamlet,,,Case Figno,,,
"6178",hamlet,,,Torre delle Oche,,,
"6179",hamlet,,,Valgattara - La Chiesa,false,"1",false
"6180",hamlet,,,Monterumici,,,
"6181",hamlet,,Q123384213,Ca di Pippo,,,
"6182",hamlet,,,Tassignano,,,
"6183",hamlet,,,Campiglio,,,
"6184",hamlet,,,Castello,,,
"6185",hamlet,,,Valventosa,,,
"6186",hamlet,,,Canal d'Oro,,,
"6187",hamlet,,,Luchera,,,
"6188",hamlet,,,Cerro Grosso,,,
"6189",hamlet,,,Vitoio,,,
"6190",hamlet,,,Cansoli,,,
"6191",hamlet,,,Pozzodonico,,,
"6192",hamlet,,,Metati Rossi Alti,,,
"6193",hamlet,,,Federigi,,,
"6194",hamlet,,,Zarra,,,
"6195",hamlet,it:Capezzano Monte,Q3656809,Capezzano Monte,,,
"6196",hamlet,,,Calcaferro,,,
"6197",hamlet,,,Metati Rossi Bassi,,,
"6198",hamlet,,,Iacco,,,
"6199",hamlet,,,Tombara,,,
"6200",hamlet,,,Alla Costa,,,
"6201",hamlet,,,Fornello,,,
"6202",hamlet,,,Al Santo,,,
"6203",hamlet,,,Vietina,,,
"6204",hamlet,,,Casania,,,
"6205",hamlet,,,Bargana,,,
"6206",hamlet,,Q18489621,Quarceta,,,
"6207",hamlet,,,Caglieglia,,,
"6208",hamlet,,,Campagrina,,,
"6209",hamlet,,,Prati della Ciocca,,,
"6210",hamlet,,Q18489594,La Foce,,,
"6211",hamlet,,,Corsanico,,,
"6212",hamlet,,,Giogarello,,,
"6213",hamlet,,,Casa Piceda,,,
"6214",hamlet,,,Fontana Fredda,,,
"6215",hamlet,it:Santa Cristina in Val di Chio,Q18485524,La Strada-Santa Cristina,,,
"6216",hamlet,it:Petreto,Q3901053,Petreto,,,
"6217",hamlet,,Q18485411,Il Mulino,,,
"6218",hamlet,,Q18486173,Toppello,,,
"6219",hamlet,,Q18509574,Fattoria,,,
"6220",hamlet,,Q18486047,Sant'Angelo,,,
"6221",hamlet,it:Mammi di Castiglion Fiorentino,Q3844167,Mammi,,,
"6222",hamlet,,Q18484275,Butale,,,
"6223",hamlet,,Q18485837,Poggiolo,,,
"6224",hamlet,,,Ceppeto,,,
"6225",hamlet,,Q18485771,Pescaia,,,
"6226",hamlet,,Q18485219,Fratta-Santa Caterina,,,
"6227",hamlet,,Q18486089,Sei Vie,,,
"6228",hamlet,,Q18485648,Mezzavia,,,
"6229",hamlet,,Q18484493,Cardeta di Sopra,,,
"6230",hamlet,,Q18485935,Renello,,,
"6231",hamlet,,Q18485499,La Nave,,,
"6232",hamlet,,Q18485816,Podere Viti,,,
"6233",hamlet,,Q18485397,Il Borgo,,,
"6234",hamlet,,Q18486186,Torreone,,,
"6235",hamlet,,Q18485754,Patalecchia,,,
"6236",hamlet,,Q18485695,Moriello,,,
"6237",hamlet,,Q18484651,Case Nuove,,,
"6238",hamlet,,Q18486036,Sant'Agata,,,
"6239",hamlet,,Q18485573,Le Piazze,,,
"6240",hamlet,,Q18484451,Cappella Brocchi,,,
"6241",hamlet,,Q18485928,Ranco di Frassineto,,,
"6242",hamlet,,Q18485763,Pergo I,,,
"6243",hamlet,,Q18484905,Colle Secco,,,
"6244",hamlet,it:Santa Margherita in Val di Chio,Q3949095,Santa Margherita,,,
"6245",hamlet,,Q18485646,Metelliano,,,
"6246",hamlet,,Q18484642,Case Frappi,,,
"6247",hamlet,,Q18485562,Le Corchie,,,
"6248",hamlet,,Q18484172,Bigurro,,,
"6249",hamlet,it:Pievuccia,Q3904891,Pievuccia,,,
"6250",hamlet,,Q18485188,Fontelunga,,,
"6251",hamlet,,Q18486182,Tornia,,,
"6252",hamlet,it:Montecchio Vesponi,Q1979114,Montecchio Vesponi,,,
"6253",hamlet,,Q18484766,Catrosse,,,
"6254",hamlet,,Q18484373,Campaccio,,,
"6255",hamlet,,Q18485384,I Fabbri,,,
"6256",hamlet,,Q18486287,Via del Filo,,,
"6257",hamlet,,Q18485726,Osteria,,,
"6258",hamlet,,Q18484788,Cegliolo,,,
"6259",hamlet,,Q18486013,Santa Lucia II,,,
"6260",hamlet,,Q18485673,Montanare,,,
"6261",hamlet,,Q18484554,Casa Vanni - le Selve,,,
"6262",hamlet,,Q18485984,San Giovanni,,,
"6263",hamlet,,Q18485558,Le Contesse,,,
"6264",hamlet,,Q18485447,Il Toppo,,,
"6265",hamlet,it:Pergognano,Q3899840,Pergognano,,,
"6266",hamlet,,Q18485185,Fonte del Mazza,,,
"6267",hamlet,,,Santo Stefano,,,
"6268",hamlet,,Q18485705,Mulinaccio,,,
"6269",hamlet,it:Castroncello,Q2134615,Castroncello,,,
"6270",hamlet,it:Santa Lucia (Castiglion Fiorentino),Q18486015,Santa Lucia,,,
"6271",hamlet,it:Manciano La Misericordia,Q1882918,Manciano,,,
"6272",hamlet,,Q18483948,Anatraia,,,
"6273",hamlet,it:Pieve di Chio,Q3904488,Pieve di Chio,,,
"6274",hamlet,,Q18485259,Gaggioleto,,,
"6275",hamlet,,Q18486176,Toppo di Moro,,,
"6276",hamlet,it:Orzale,Q3886336,Orzale,,,
"6277",hamlet,,Q18485158,Ferioli,,,
"6278",hamlet,,Q18486056,Sant'Enea,,,
"6279",hamlet,,Q18484282,Cà Dè Baldi,,,
"6280",hamlet,,Q18485960,Ronzano,,,
"6281",hamlet,,Q18485847,Ponte al Rame,,,
"6282",hamlet,,Q18486283,Via dei Locchi,,,
"6283",hamlet,,Q18485765,Pergo,,,
"6284",hamlet,,Q18486115,Sodo,,,
"6285",hamlet,,Q18485696,Mortelle,,,
"6286",hamlet,,Q18484527,Casa del Re,,,
"6287",hamlet,,Q18486012,Santa Luce,,,
"6288",hamlet,,,La Casona,,,
"6289",hamlet,,,Colli di Capricchia,,,
"6290",hamlet,,,Gallatoio,,,
"6291",hamlet,,,Eglio,,,
"6292",hamlet,,,Calomini,,,
"6293",hamlet,it:Verni (Gallicano),Q16620841,Verni,,,
"6294",hamlet,it:Brucciano,Q3645444,Brucciano,,,
"6295",hamlet,,,Chieva,,,
"6296",hamlet,,,Capanne,,,
"6297",hamlet,,,Cornola,,,
"6298",hamlet,,,Castelnuovo di Bisano,true,"1",false
"6299",hamlet,,,Lavacchiello,,,
"6300",hamlet,,,Pratale,,,
"6301",hamlet,,,Vizzaneta,,,
"6302",hamlet,,,Castello di San Valentino,,,
"6303",hamlet,,,Ronchi (Ronco),,,
"6304",hamlet,,,Osteriola,,,
"6305",hamlet,it:Pessola,Q2576620,Pessola,,,
"6306",hamlet,,,Case Lunghe,,,
"6307",hamlet,,,Lubbia di Sopra,,,
"6308",hamlet,,Q18486108,Sigliano,,,
"6309",hamlet,,,Il Colle,,,
"6310",hamlet,,Q18485649,Mignano,,,
"6311",hamlet,,Q18485978,San Cristoforo-Caroni,,,
"6312",hamlet,,Q18484197,Borgonuovo,,,
"6313",hamlet,,Q18486134,Stifino,,,
"6314",hamlet,,Q18485329,Goretto di Formole,,,
"6315",hamlet,,Q18485505,La Piaggia,,,
"6316",hamlet,,Q18486095,Selvaperugina,,,
"6317",hamlet,,Q18485028,Faggeto,,,
"6318",hamlet,,Q18485347,Gregnano,,,
"6319",hamlet,,Q18485618,Manzi,,,
"6320",hamlet,,Q18485857,Ponte Francese,,,
"6321",hamlet,,Q18485205,Fragaiolo,,,
"6322",hamlet,,Q18485779,Piaggia di Sopra,,,
"6323",hamlet,,Q18485860,Ponte Singerna,,,
"6324",hamlet,,Q18484910,Colle,,,
"6325",hamlet,,Q18486242,Valboncione,,,
"6326",hamlet,,Q18485848,Ponte alla Piera,,,
"6327",hamlet,,Q18484621,Casato,,,
"6328",hamlet,,Q18486168,Terranera di Sotto,,,
"6329",hamlet,,,Dagnano,,,
"6330",hamlet,,Q18486330,Vogognano,,,
"6331",hamlet,,Q18485744,Palbena,,,
"6332",hamlet,,Q18484711,Castellare,,,
"6333",hamlet,,Q18486210,Trecciano,,,
"6334",hamlet,,Q18485376,Gualchiera (Bagnolo),,,
"6335",hamlet,,Q18485634,Mazzole,,,
"6336",hamlet,,Q18485746,Papiano,,,
"6337",hamlet,,Q18483998,Baccanello,,,
"6338",hamlet,,,Campaldaio,,,
"6339",hamlet,,,Carpineta,,,
"6340",hamlet,,,Pietrasalta,,,
"6341",hamlet,,,Montebello di Cima,,,
"6342",hamlet,,,Lago Scuro,,,
"6343",hamlet,,,Bola,,,
"6344",hamlet,,,Tranci,,,
"6345",hamlet,,,Panigale,,,
"6346",hamlet,,,Cavanella Vara,,,
"6347",hamlet,,,Ponte,,,
"6348",hamlet,,,Madonna di Sanna,,,
"6349",hamlet,,,Nave,,,
"6350",hamlet,,,Cercò,,,
"6351",hamlet,,,Canala,,,
"6352",hamlet,,,Pantanelli,,,
"6353",hamlet,it:Giovagallo,Q18489553,Giovagallo,,,
"6354",hamlet,,,Baltrina II,,,
"6355",hamlet,,,Tirolo,,,
"6356",hamlet,,,Santa Martina,,,
"6357",hamlet,,,Novegigola,,,
"6358",hamlet,,,Casa Scattina,,,
"6359",hamlet,,,Casa Borsi,,,
"6360",hamlet,,,Villa,,,
"6361",hamlet,,,Piano di Madrignano,,,
"6362",hamlet,,,Groppo,,,
"6363",hamlet,,,Croce-Pianello,,,
"6364",hamlet,,,Tassonarla,,,
"6365",hamlet,,,Serralta,,,
"6366",hamlet,,,Montebello di Mezzo,,,
"6367",hamlet,it:Castiglione Vara,Q17624205,Castiglione Vara,,,
"6368",hamlet,,,Boschetto,,,
"6369",hamlet,,,Vaggi,,,
"6370",hamlet,,,Fogana,,,
"6371",hamlet,,,Tavella,,,
"6372",hamlet,,,Posticcio,,,
"6373",hamlet,,,Montedivalli-Chiesa,,,
"6374",hamlet,,,Madrignano Castello,,,
"6375",hamlet,,,Campo di Sopra,,,
"6376",hamlet,,,Vetrale,,,
"6377",hamlet,,,Genicciola,,,
"6378",hamlet,,,Chiosa,,,
"6379",hamlet,,,Prato,,,
"6380",hamlet,,,Meredo,,,
"6381",hamlet,,,Masero,,,
"6382",hamlet,,,Bocceda,,,
"6383",hamlet,,,Vicchieda,,,
"6384",hamlet,,,Torretta,,,
"6385",hamlet,,,Pagliadiccio,,,
"6386",hamlet,,,Costa di Tivegna,,,
"6387",hamlet,,,Lubbia di Sotto,,,
"6388",hamlet,,,Fiassoni,,,
"6389",hamlet,,,case Stradella,,,
"6390",hamlet,,,Ca di Gabriele,,,
"6391",hamlet,,,Borgo,,,
"6392",hamlet,it:Rèncine,Q3943197,Rencine,,,
"6393",hamlet,,,Molino di Cassano,true,"1",
"6394",hamlet,,,Marena,,,
"6395",hamlet,,Q18484211,Bossi-Cellaio,,,
"6396",hamlet,,,Bottega,,,
"6397",hamlet,,,Novole,,,
"6398",hamlet,,,Campi,,,
"6399",hamlet,,,Collungo,,,
"6400",hamlet,,Q18484985,Donatiella,,,
"6401",hamlet,,Q18485247,Molin Bianco,,,
"6402",hamlet,,Q18485338,Gorgone-Marmorino,,,
"6403",hamlet,,Q18485400,Il Busco,,,
"6404",hamlet,,,Le Lastre,,,
"6405",hamlet,,Q18485583,Lentignano,,,
"6406",hamlet,,Q18485654,Molin Bianco-Pian d'Usciano,,,
"6407",hamlet,,Q18485656,Molinelli,,,
"6408",hamlet,,,Porcile,,,
"6409",hamlet,,Q18485968,Salceta-Formicheto-Osteria,,,
"6410",hamlet,,Q18485981,San Firenze-Fonte di Sala,,,
"6411",hamlet,,Q18486083,Scopeto,,,
"6412",hamlet,,Q18486138,Stoppe d'Arca,,,
"6413",hamlet,,Q18486169,Terrarossa,,,
"6414",hamlet,it:Specchio (Solignano),Q18443306,Specchio,,,
"6415",hamlet,,,Filippi,,,
"6416",hamlet,,,La Valle,,,
"6417",hamlet,,,Corrieri,,,
"6418",hamlet,,,Caffaraccia,,,
"6419",hamlet,,,Corriago,,,
"6420",hamlet,,,Il Pozzo,,,
"6421",hamlet,,,La Costella,,,
"6422",hamlet,,,Trapogna,,,
"6423",hamlet,,,Casembola,,,
"6424",hamlet,,,Osteria della Passera,,,
"6425",hamlet,,,Rocca,,,
"6426",hamlet,,,Campi,,,
"6427",hamlet,,,San Quirico,,,
"6428",hamlet,,,Fondiano,,,
"6429",hamlet,,,Terceretoli,,,
"6430",hamlet,,,L'Arabella,,,
"6431",hamlet,,,Vezzano di sopra,,,
"6432",hamlet,,,Ca' di Balloni,,,
"6433",hamlet,it:Agnino,Q2175292,Agnino,,,
"6434",hamlet,,,Antigo,,,
"6435",hamlet,,,Bigliolo,,,
"6436",hamlet,,,Bondola,,,
"6437",hamlet,,,Cadodolo,,,
"6438",hamlet,,,Alebbio Casetta,,,
"6439",hamlet,,,Caugliano,,,
"6440",hamlet,,,Cerignano,,,
"6441",hamlet,,,Certardola-Motta,,,
"6442",hamlet,,,Colle di Cerignano,,,
"6443",hamlet,,,Cortila,,,
"6444",hamlet,,,Fiacciano,,,
"6445",hamlet,,,Folegnano,,,
"6446",hamlet,,,Groppoli,,,
"6447",hamlet,,,La Giunca-Mozzano,,,
"6448",hamlet,,,La Traggiara,,,
"6449",hamlet,,,Malacosta,,,
"6450",hamlet,,,Montecurto,,,
"6451",hamlet,it:Olivola (Aulla),Q16583887,Olivola,,,
"6452",hamlet,,,Pognana,,,
"6453",hamlet,,,Ponte di Posara,,,
"6454",hamlet,,,Posara,,,
"6455",hamlet,,,Pratolungo,,,
"6456",hamlet,,,Quercia,,,
"6457",hamlet,,,Sanacco,,,
"6458",hamlet,,,Sercognano,,,
"6459",hamlet,,,Serrarola,,,
"6460",hamlet,,,Spicciano,,,
"6461",hamlet,,,Vaccareccia,,,
"6462",hamlet,,,Valenza,,,
"6463",hamlet,,,Valle Ombrosa,,,
"6464",hamlet,it:Verrucola (Fivizzano),Q18489963,Verrucola,,,
"6465",hamlet,,,Villanova,,,
"6466",hamlet,,,Bellavalle,,,
"6467",hamlet,,,Casa Morotti,,,
"6468",hamlet,,,Casoni,,,
"6469",hamlet,,,Castello,,,
"6470",hamlet,,,Corniolo,,,
"6471",hamlet,,,Docciola,,,
"6472",hamlet,,,Lagacci,,,
"6473",hamlet,,Q18490994,Lentula,,,
"6474",hamlet,,,Posola,,,
"6475",hamlet,,,Randaragna,,,
